Tyres,Brakes,Suspension,Body and Chassis,Lights,Glazing,Wipers,Doors,Seat Belts,Airbags,Speedometer,Exhaust System,Fuel System,Final Score,Outcome
7,8,1,6,1,1,10,2,7,3,4,5,6,47.17391304347826,Failed
10,3,3,9,6,6,8,2,2,5,2,6,2,50.43478260869565,Failed
1,10,4,6,2,5,1,9,7,3,7,6,8,51.73913043478261,Failed
1,7,10,10,10,6,5,6,6,3,4,2,8,60.21739130434782,Failed
5,10,9,1,4,1,7,7,8,6,2,5,5,55.21739130434783,Failed
2,5,9,10,7,5,3,9,8,9,1,8,5,62.17391304347826,Failed
5,8,6,8,1,10,1,3,8,5,5,9,4,55.65217391304348,Failed
8,10,3,6,9,5,7,8,2,3,2,5,1,54.78260869565217,Failed
10,6,10,5,2,10,4,9,6,7,9,4,7,67.17391304347827,Failed
1,8,4,5,9,9,10,9,9,9,5,1,6,64.56521739130436,Failed
9,10,2,8,4,9,8,1,6,5,1,5,3,57.608695652173914,Failed
9,7,1,8,3,1,1,3,2,2,3,8,4,43.26086956521739,Failed
10,9,8,6,1,4,1,1,5,4,8,1,1,47.17391304347826,Failed
9,4,7,4,9,2,6,5,4,8,4,4,4,57.173913043478265,Failed
1,10,10,5,3,8,9,9,8,4,9,2,8,61.52173913043478,Failed
2,9,4,7,1,6,5,10,1,1,3,8,4,43.26086956521739,Failed
6,2,3,10,5,5,4,5,4,8,8,4,6,53.69565217391305,Failed
5,9,9,6,6,7,1,7,2,6,1,9,3,56.95652173913044,Failed
2,8,6,7,5,1,9,3,6,4,6,6,6,51.95652173913044,Failed
5,3,1,2,2,5,5,7,3,5,1,5,4,36.73913043478261,Failed
5,3,3,2,10,5,1,9,9,2,2,7,8,52.60869565217391,Failed
8,9,10,8,10,5,5,2,7,7,2,2,3,65.0,Failed
2,4,1,1,10,3,8,5,3,1,7,3,10,45.21739130434783,Failed
8,8,4,6,3,9,5,7,1,10,6,3,10,65.21739130434783,Failed
8,1,6,3,10,1,2,3,5,4,2,8,10,53.91304347826087,Failed
1,3,4,10,5,7,3,10,3,7,8,4,1,45.869565217391305,Failed
4,5,2,7,3,3,9,3,2,10,3,10,1,47.17391304347826,Failed
9,1,6,8,9,8,10,2,9,10,9,3,6,69.34782608695652,Failed
2,9,6,5,4,4,9,8,6,5,1,7,1,48.91304347826087,Failed
3,4,9,6,10,1,1,3,1,7,2,8,1,46.08695652173913,Failed
6,2,7,6,3,3,3,5,4,10,8,9,3,51.95652173913044,Failed
8,5,6,5,6,5,8,1,6,1,5,8,3,50.65217391304348,Failed
10,5,2,2,7,7,5,10,6,4,9,10,4,60.652173913043484,Failed
9,6,2,6,6,8,8,10,7,7,1,1,2,56.52173913043478,Failed
4,9,4,9,8,1,1,1,8,6,5,9,1,53.69565217391305,Failed
9,2,9,4,6,9,6,3,4,7,1,2,4,53.04347826086957,Failed
1,3,10,3,6,4,3,8,5,2,3,4,8,44.78260869565218,Failed
6,4,4,8,3,3,1,3,9,6,6,6,9,54.347826086956516,Failed
5,10,9,2,5,8,6,1,2,5,9,2,2,51.30434782608696,Failed
7,4,6,1,7,6,10,9,5,2,3,1,1,44.78260869565218,Failed
3,5,10,9,6,5,8,2,7,4,9,2,2,51.52173913043478,Failed
7,9,10,6,2,4,4,8,2,5,10,5,5,57.608695652173914,Failed
4,3,6,5,3,1,9,5,4,1,8,5,6,41.73913043478261,Failed
6,10,4,8,9,3,3,2,10,3,8,4,2,57.173913043478265,Failed
6,1,9,8,1,4,4,2,8,5,8,3,9,50.8695652173913,Failed
9,8,5,5,1,1,4,2,8,6,6,9,10,60.43478260869565,Failed
1,6,8,8,5,7,4,8,5,9,2,5,4,54.78260869565217,Failed
6,9,8,4,2,7,5,3,7,9,7,10,3,61.52173913043478,Failed
9,9,10,9,10,2,2,3,2,1,6,2,8,61.30434782608696,Failed
6,2,9,5,2,4,7,8,6,6,2,3,10,53.2608695652174,Failed
5,10,4,1,1,4,6,7,4,9,7,9,2,52.391304347826086,Failed
6,8,1,6,1,4,6,8,3,1,10,10,4,47.82608695652174,Failed
2,7,9,6,2,2,3,5,6,8,6,1,3,45.65217391304348,Failed
7,1,4,9,2,1,10,9,3,4,5,8,2,44.130434782608695,Failed
10,6,4,3,10,1,1,9,10,1,5,3,2,51.73913043478261,Failed
6,7,5,10,2,9,7,4,5,3,1,10,4,54.565217391304344,Failed
6,4,1,6,2,9,5,4,9,1,4,5,10,50.21739130434783,Failed
1,2,6,3,8,10,3,5,1,4,1,10,10,50.65217391304348,Failed
2,2,4,9,10,6,6,9,9,5,9,1,7,57.608695652173914,Failed
5,4,2,6,10,1,1,5,8,4,9,4,10,56.086956521739125,Failed
2,1,10,10,9,8,9,8,5,5,5,7,6,60.652173913043484,Failed
7,10,10,1,6,10,3,4,2,9,2,7,3,61.52173913043478,Failed
7,2,9,3,4,1,8,2,2,9,2,1,10,50.43478260869565,Failed
6,5,6,9,6,9,10,3,4,9,8,5,5,64.34782608695652,Failed
5,3,6,9,2,3,1,5,6,10,3,9,2,49.34782608695652,Failed
6,4,7,6,3,5,3,3,7,2,3,8,6,48.26086956521739,Failed
6,2,2,3,2,4,3,3,5,3,5,1,10,39.565217391304344,Failed
9,5,8,5,5,2,1,6,10,1,9,5,3,51.52173913043478,Failed
9,10,6,6,1,7,10,8,5,1,5,2,3,53.04347826086957,Failed
2,3,7,7,5,1,10,7,2,5,1,3,4,41.52173913043478,Failed
6,7,3,2,9,7,1,5,4,3,9,5,1,48.47826086956522,Failed
2,10,6,2,2,4,6,2,6,3,4,2,1,37.826086956521735,Failed
3,9,7,8,10,6,7,10,3,7,10,3,8,69.56521739130434,Failed
2,9,3,7,10,4,10,7,7,8,4,7,3,62.17391304347826,Failed
2,4,1,7,10,5,6,3,7,10,4,9,3,56.086956521739125,Failed
3,8,2,5,10,7,8,2,10,7,10,5,10,68.91304347826087,Failed
10,10,3,8,9,6,1,5,8,6,10,10,6,74.34782608695653,Pass
4,2,7,4,1,2,1,7,9,1,7,10,7,43.69565217391304,Failed
1,3,10,9,1,2,2,3,9,3,5,9,10,49.34782608695652,Failed
4,3,7,3,6,3,4,8,6,8,4,7,1,47.82608695652174,Failed
9,8,8,6,10,7,5,10,3,10,4,10,4,75.0,Pass
5,8,5,5,3,9,10,5,6,3,8,5,3,53.47826086956522,Failed
4,8,2,2,8,7,7,2,8,1,2,9,9,55.65217391304348,Failed
4,1,6,2,10,8,8,8,8,4,9,9,4,57.391304347826086,Failed
8,9,5,1,6,10,3,7,1,7,5,8,2,57.608695652173914,Failed
10,9,8,5,6,3,7,1,8,5,10,5,9,69.1304347826087,Failed
7,1,10,8,6,1,8,7,10,10,6,3,7,63.69565217391304,Failed
8,8,6,5,2,9,6,6,2,6,4,7,3,55.21739130434783,Failed
5,6,2,5,6,8,2,6,3,6,2,9,5,52.391304347826086,Failed
3,7,9,3,8,3,7,9,6,1,3,9,6,55.00000000000001,Failed
5,1,2,6,7,7,9,9,1,6,9,3,5,50.21739130434783,Failed
10,5,10,9,8,10,6,7,5,8,10,3,2,70.0,Pass
3,10,4,8,9,8,3,8,6,8,5,1,5,62.60869565217392,Failed
9,2,4,6,9,1,7,10,3,2,3,9,10,58.47826086956521,Failed
5,2,3,9,6,3,4,3,5,10,9,2,2,48.47826086956522,Failed
3,4,3,6,6,3,9,8,5,9,6,10,10,62.39130434782608,Failed
3,1,5,10,3,3,4,5,7,10,1,7,10,54.565217391304344,Failed
8,7,4,7,5,3,4,6,10,1,1,7,5,53.2608695652174,Failed
2,8,1,2,5,5,5,1,8,10,9,7,3,51.95652173913044,Failed
6,9,2,7,1,10,2,2,5,8,3,6,10,59.56521739130435,Failed
2,8,8,3,1,8,5,6,7,7,8,1,1,46.52173913043478,Failed
3,5,10,4,7,4,9,5,7,10,3,8,6,62.60869565217392,Failed
3,4,1,9,6,8,2,7,3,8,3,4,7,51.95652173913044,Failed
9,10,10,8,2,8,5,8,8,8,4,10,3,70.86956521739131,Failed
9,3,9,8,9,10,5,5,5,1,9,10,10,70.43478260869566,Failed
2,10,8,10,10,8,1,3,5,5,5,7,2,60.21739130434782,Failed
8,2,6,8,2,10,3,8,9,2,9,10,10,62.82608695652174,Failed
10,10,7,9,10,9,2,7,6,4,5,5,7,74.1304347826087,Pass
7,9,8,8,3,6,10,9,9,8,6,10,9,76.73913043478261,Pass
4,10,10,2,6,2,2,6,4,1,7,10,6,54.130434782608695,Failed
7,3,8,8,9,6,10,7,6,1,3,8,7,61.52173913043478,Failed
9,10,1,6,5,6,2,9,8,7,8,4,3,61.52173913043478,Failed
4,2,4,9,10,8,1,5,6,4,6,6,6,55.00000000000001,Failed
7,3,1,1,4,3,1,10,9,9,3,10,8,55.434782608695656,Failed
3,10,2,4,7,6,3,9,2,10,3,1,5,54.347826086956516,Failed
10,2,1,7,5,2,8,2,3,9,1,6,10,56.30434782608695,Failed
2,4,5,1,7,5,3,3,10,5,3,7,1,42.82608695652174,Failed
3,9,2,1,4,2,9,2,4,8,5,10,1,46.52173913043478,Failed
1,9,2,10,10,8,3,2,9,1,3,2,5,51.95652173913044,Failed
8,8,9,4,2,6,6,2,8,4,5,4,8,58.47826086956521,Failed
10,8,7,6,9,4,3,2,2,9,5,1,10,67.3913043478261,Failed
8,3,3,10,1,3,8,10,7,7,8,10,1,54.565217391304344,Failed
9,4,3,10,2,8,9,7,1,1,8,9,4,52.391304347826086,Failed
8,5,6,7,2,1,3,7,9,6,1,5,3,49.130434782608695,Failed
7,6,6,3,5,1,3,4,10,5,3,9,8,56.95652173913044,Failed
3,8,6,3,4,8,2,6,6,3,5,5,7,51.08695652173913,Failed
2,8,7,7,6,2,1,9,4,2,3,8,10,54.347826086956516,Failed
8,9,8,9,3,3,8,9,4,8,9,8,1,63.69565217391304,Failed
9,3,6,7,8,7,7,3,4,1,2,1,5,49.78260869565217,Failed
5,5,9,10,3,7,1,5,9,2,9,6,10,60.43478260869565,Failed
6,4,10,3,9,1,2,6,7,10,6,7,4,60.21739130434782,Failed
4,5,1,9,2,1,2,8,2,2,2,5,2,33.26086956521739,Failed
8,9,4,8,10,8,4,4,6,6,1,5,10,70.86956521739131,Pass
2,6,10,4,10,6,10,6,6,9,8,2,4,62.39130434782608,Failed
7,9,4,4,1,9,1,6,2,9,7,3,5,54.130434782608695,Failed
10,10,5,8,9,8,1,6,6,4,6,6,6,69.56521739130434,Failed
7,5,8,9,9,8,5,1,8,9,3,2,9,69.1304347826087,Failed
6,9,8,6,4,6,9,8,8,8,7,9,8,72.60869565217392,Pass
8,5,7,9,8,10,5,7,6,6,7,5,5,67.17391304347827,Failed
8,10,7,8,8,5,4,1,5,8,10,8,8,73.69565217391305,Pass
8,8,8,6,6,6,7,9,5,9,4,10,6,71.73913043478261,Pass
7,8,8,7,4,6,8,9,7,8,5,10,7,71.30434782608695,Pass
6,10,8,3,8,8,6,5,5,9,10,8,7,73.47826086956522,Pass
10,8,5,1,7,1,6,5,8,9,6,4,9,66.52173913043478,Failed
8,9,8,6,6,7,3,1,2,9,9,9,9,71.08695652173913,Pass
9,8,4,8,9,5,1,3,6,7,9,9,6,68.91304347826087,Failed
7,9,8,2,6,6,8,6,7,9,10,5,7,70.0,Pass
7,6,6,8,8,8,5,8,5,7,4,8,6,67.17391304347827,Failed
8,10,5,8,9,5,3,2,6,7,10,8,7,71.95652173913044,Pass
8,9,9,1,4,5,9,5,8,9,10,4,8,69.34782608695652,Failed
9,5,9,8,8,9,6,7,5,8,10,3,2,66.95652173913044,Failed
9,7,8,6,9,7,5,9,3,9,4,9,3,69.56521739130434,Failed
8,10,7,8,8,5,4,1,5,8,10,8,8,73.69565217391305,Pass
9,9,7,9,9,9,2,7,6,4,4,5,6,69.34782608695652,Failed
8,9,5,8,10,8,3,5,6,5,2,5,8,68.69565217391305,Failed
9,9,7,8,10,8,2,7,5,4,4,5,6,68.47826086956522,Failed
8,7,8,8,8,5,1,1,2,9,9,8,8,68.47826086956522,Failed
8,7,7,9,9,6,1,4,4,6,7,6,7,66.30434782608695,Failed
7,8,8,7,8,8,3,9,6,9,2,10,3,69.56521739130434,Failed
6,10,7,3,9,7,7,7,6,9,10,8,6,74.1304347826087,Pass
9,7,8,6,9,7,5,9,3,9,4,9,3,69.56521739130434,Failed
9,8,4,3,10,3,4,4,7,7,3,5,10,66.95652173913044,Failed
8,7,7,9,9,8,3,4,7,6,4,3,8,68.26086956521739,Failed
10,6,9,9,8,9,5,7,5,7,8,3,3,68.47826086956522,Failed
10,9,7,9,9,9,2,7,5,4,5,4,6,69.56521739130434,Failed
8,9,8,6,6,7,3,1,2,9,9,9,9,71.08695652173913,Pass
10,5,9,9,8,9,5,7,5,7,9,3,2,66.73913043478261,Failed
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
8,10,7,6,6,8,3,1,2,8,10,10,9,72.17391304347827,Pass
6,9,8,3,9,8,7,7,6,9,10,7,5,72.60869565217392,Pass
10,8,9,1,2,3,9,5,8,9,9,3,9,66.95652173913044,Failed
8,10,5,8,9,5,3,2,6,7,10,8,7,71.95652173913044,Pass
9,5,7,4,9,8,5,10,6,7,4,9,5,68.47826086956522,Failed
8,10,7,8,8,6,4,1,4,8,10,8,8,73.69565217391305,Pass
9,3,6,3,7,9,6,9,9,5,5,9,8,66.95652173913044,Failed
9,10,7,9,9,7,2,5,6,5,6,5,7,71.30434782608695,Pass
6,9,7,2,10,6,7,7,7,9,9,7,6,72.3913043478261,Pass
8,9,7,7,8,4,5,1,6,8,10,7,8,71.73913043478261,Pass
9,5,9,8,8,9,5,7,4,8,9,4,2,66.08695652173913,Failed
7,5,8,10,9,6,3,1,6,9,5,4,9,68.47826086956522,Failed
9,4,6,3,8,9,6,9,9,6,6,8,7,68.91304347826087,Failed
9,8,4,8,9,5,1,3,6,7,9,9,6,68.91304347826087,Failed
6,9,8,2,9,7,8,7,7,9,10,7,6,73.47826086956522,Pass
9,7,8,6,9,7,5,9,3,9,4,8,3,68.91304347826087,Failed
7,7,6,9,5,8,7,8,7,6,5,8,8,69.34782608695652,Failed
6,9,7,4,9,8,7,8,7,9,8,7,6,73.91304347826086,Pass
8,6,7,5,5,7,8,9,9,6,5,9,8,69.56521739130434,Failed
8,9,8,6,6,8,3,1,2,9,9,9,9,71.73913043478261,Pass
9,3,6,3,7,10,5,9,10,5,4,9,7,66.30434782608695,Failed
7,8,5,8,9,8,4,3,6,6,1,4,10,67.17391304347827,Failed
8,6,7,9,9,4,1,1,3,8,9,8,8,67.3913043478261,Failed
7,6,6,10,8,7,3,5,5,7,6,7,8,68.04347826086956,Failed
9,9,8,3,4,4,8,3,7,8,10,4,8,67.3913043478261,Failed
7,9,8,2,7,6,8,7,7,9,10,6,6,71.08695652173913,Pass
8,4,6,6,8,10,5,9,8,5,5,8,8,68.91304347826087,Failed
8,8,4,8,8,7,2,6,7,6,8,8,6,68.26086956521739,Failed
8,9,7,6,6,4,6,2,6,8,10,6,8,69.1304347826087,Failed
9,9,3,8,8,6,1,5,7,6,8,9,6,68.91304347826087,Failed
9,5,9,8,8,9,5,7,4,8,8,5,2,66.30434782608695,Failed
8,8,5,1,10,4,6,6,7,9,7,6,8,70.0,Pass
6,8,7,4,9,8,7,8,7,8,8,7,6,71.73913043478261,Pass
5,8,9,9,5,8,5,9,9,8,3,10,4,69.34782608695652,Failed
8,9,9,3,2,4,10,6,9,8,8,5,9,69.1304347826087,Failed
10,8,7,9,9,9,3,7,5,5,6,4,5,69.34782608695652,Failed
7,5,8,10,9,4,2,1,4,9,7,6,8,66.52173913043478,Failed
9,9,3,8,9,5,1,4,7,6,9,9,6,69.34782608695652,Failed
9,8,7,9,9,8,3,5,6,5,4,4,7,68.69565217391305,Failed
6,9,8,4,7,7,8,8,7,9,8,8,6,72.82608695652173,Pass
7,8,5,8,9,8,4,3,6,6,1,4,10,67.17391304347827,Failed
10,7,8,9,8,9,4,7,5,6,7,3,4,68.04347826086956,Failed
7,10,7,6,9,6,6,4,6,8,10,8,7,74.78260869565217,Pass
8,8,4,7,10,7,4,4,6,6,1,5,10,68.47826086956522,Failed
8,7,5,9,9,4,1,3,5,7,9,8,7,67.17391304347827,Failed
7,10,8,4,7,8,5,4,4,9,10,9,8,74.34782608695653,Pass
9,9,6,9,9,9,2,7,6,4,5,5,7,70.21739130434783,Pass
9,5,9,8,8,9,5,7,4,8,9,3,2,65.43478260869566,Failed
7,8,8,4,10,7,6,9,4,10,6,9,4,72.3913043478261,Pass
7,6,6,9,6,8,6,8,7,6,5,7,8,68.26086956521739,Failed
7,5,8,9,9,8,5,1,8,9,3,2,9,69.1304347826087,Failed
7,10,8,5,6,8,4,1,2,9,10,9,9,71.95652173913044,Pass
8,9,7,9,8,5,5,1,5,8,10,7,7,71.95652173913044,Pass
7,8,7,8,4,7,8,8,8,7,5,9,8,71.52173913043478,Pass
7,7,7,3,9,8,7,8,7,8,8,8,6,71.73913043478261,Pass
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
9,3,6,3,7,9,6,9,9,5,5,9,8,66.95652173913044,Failed
9,5,9,8,8,9,5,7,4,8,8,4,2,65.65217391304347,Failed
7,6,7,9,9,8,5,1,8,8,2,2,10,69.1304347826087,Failed
7,8,7,7,3,6,9,9,9,7,5,9,8,70.65217391304348,Pass
8,4,7,5,7,10,4,9,10,5,3,9,6,66.30434782608695,Failed
6,6,8,7,7,10,3,9,10,6,2,9,4,66.30434782608695,Failed
8,9,7,9,9,9,2,7,7,5,3,6,5,69.1304347826087,Failed
8,9,8,5,5,8,4,1,2,9,10,9,9,70.86956521739131,Pass
8,8,8,5,10,7,5,9,3,10,4,9,4,72.17391304347827,Pass
7,5,6,9,8,10,5,8,7,5,5,7,8,69.1304347826087,Failed
9,4,6,4,8,8,5,10,7,6,4,9,6,66.30434782608695,Failed
7,8,7,7,3,6,9,9,9,7,5,9,8,70.65217391304348,Pass
6,9,8,6,5,6,9,8,8,8,7,9,7,72.60869565217392,Pass
7,5,8,10,8,8,5,2,8,9,3,2,9,69.1304347826087,Failed
6,8,8,8,4,7,7,9,9,8,4,10,6,70.86956521739131,Pass
6,8,8,9,8,9,2,8,8,6,2,8,3,66.30434782608695,Failed
8,6,6,9,9,4,1,2,4,8,9,8,7,66.73913043478261,Failed
8,10,6,6,6,8,3,2,3,8,10,10,8,71.52173913043478,Pass
10,6,8,9,8,9,4,7,5,6,8,3,3,66.30434782608695,Failed
8,10,7,8,8,6,4,1,4,8,10,8,8,73.69565217391305,Pass
6,8,7,6,9,8,6,8,7,8,7,7,6,72.17391304347827,Pass
5,7,9,9,7,10,2,9,10,7,1,9,2,66.30434782608695,Failed
9,6,9,9,8,8,5,5,5,8,10,4,3,68.47826086956522,Failed
8,7,8,8,7,6,2,1,2,9,9,8,8,68.47826086956522,Failed
7,6,7,9,9,8,5,2,7,8,2,3,10,69.56521739130434,Failed
10,8,8,1,4,3,8,5,8,9,8,3,9,67.6086956521739,Failed
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
9,9,9,1,2,4,9,4,8,9,10,3,9,67.6086956521739,Failed
7,5,8,10,9,4,1,1,3,9,8,7,8,66.52173913043478,Failed
7,7,5,9,8,9,4,6,6,6,3,6,8,67.6086956521739,Failed
7,7,7,3,9,8,7,8,8,7,7,8,6,70.86956521739131,Pass
8,9,6,8,9,5,4,1,6,7,9,7,8,71.52173913043478,Pass
7,5,8,9,9,8,5,1,8,9,3,2,9,69.1304347826087,Failed
7,10,7,8,9,5,5,1,6,8,10,8,7,73.69565217391305,Pass
7,7,5,9,8,9,4,6,6,6,3,6,8,67.6086956521739,Failed
9,10,3,8,9,5,1,4,7,6,10,9,6,70.86956521739131,Pass
9,6,9,7,8,8,5,8,4,8,7,5,2,66.08695652173913,Failed
10,10,6,8,9,8,1,6,6,4,6,6,6,70.21739130434783,Pass
9,9,8,4,5,4,7,3,7,8,10,5,8,69.34782608695652,Failed
9,10,3,7,8,6,1,4,7,6,10,10,6,70.43478260869566,Pass
8,6,8,9,9,8,4,3,7,7,3,3,8,68.47826086956522,Failed
6,9,8,6,4,6,9,8,8,8,7,9,8,72.60869565217392,Pass
7,7,6,9,6,8,6,8,7,6,5,8,8,70.0,Pass
8,6,7,9,9,4,1,1,3,8,9,8,8,67.3913043478261,Failed
7,7,7,9,9,6,5,1,7,8,6,5,8,69.78260869565217,Failed
5,8,9,9,7,9,2,9,9,8,1,10,2,67.82608695652173,Failed
7,8,7,8,3,6,9,8,8,7,5,9,8,70.21739130434783,Pass
8,8,8,6,9,7,4,9,3,9,3,10,3,69.34782608695652,Failed
7,5,6,9,8,10,5,8,7,5,5,7,8,69.1304347826087,Failed
9,9,6,9,9,9,2,7,6,4,5,5,7,70.21739130434783,Pass
7,10,7,7,9,5,5,3,6,8,10,8,7,73.91304347826086,Pass
7,10,8,4,7,8,5,4,4,9,10,9,8,74.34782608695653,Pass
10,8,7,9,9,9,3,7,5,5,6,4,5,69.34782608695652,Failed
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
8,4,6,7,8,10,5,8,8,5,5,7,8,68.47826086956522,Failed
9,3,6,4,8,10,5,9,9,5,5,8,8,68.26086956521739,Failed
9,3,6,4,8,10,5,9,9,5,5,8,8,68.26086956521739,Failed
6,8,7,5,9,8,6,8,7,8,8,7,6,71.95652173913044,Pass
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
10,6,9,9,8,9,5,7,5,7,8,3,3,68.47826086956522,Failed
7,8,8,7,4,6,8,9,7,8,5,10,7,71.30434782608695,Pass
10,6,9,9,8,9,4,7,5,6,8,3,3,66.95652173913044,Failed
9,9,9,2,2,4,10,5,9,8,9,4,9,68.91304347826087,Failed
7,8,4,8,9,8,4,4,6,6,1,5,9,66.52173913043478,Failed
10,8,7,9,9,9,2,7,5,4,6,4,5,67.82608695652173,Failed
7,8,4,8,9,8,4,4,6,6,1,5,9,66.52173913043478,Failed
10,8,8,1,4,3,8,5,8,9,8,3,9,67.6086956521739,Failed
9,9,7,8,10,8,2,7,5,4,4,5,6,68.47826086956522,Failed
6,9,8,5,6,6,9,8,8,8,7,9,7,73.04347826086956,Pass
7,7,5,9,8,9,4,6,6,6,3,6,8,67.6086956521739,Failed
6,8,7,3,9,8,7,8,7,9,9,8,6,73.26086956521739,Pass
10,6,9,9,8,9,4,7,5,6,8,3,3,66.95652173913044,Failed
8,10,7,6,6,8,4,1,2,8,10,9,9,71.95652173913044,Pass
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
6,9,7,3,9,8,7,8,7,9,9,7,6,73.69565217391305,Pass
6,10,8,3,9,8,7,6,5,9,10,8,6,74.34782608695653,Pass
8,9,5,8,9,6,4,2,6,7,6,6,8,70.0,Pass
7,8,8,7,8,8,3,9,6,9,2,10,3,69.56521739130434,Failed
6,8,9,8,8,8,3,9,7,8,2,10,2,68.26086956521739,Failed
10,10,6,8,9,8,1,6,6,4,6,6,6,70.21739130434783,Pass
10,8,8,9,9,9,3,7,5,5,6,4,5,70.0,Pass
9,9,7,8,10,8,2,7,5,5,4,5,6,69.56521739130434,Failed
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
7,5,7,10,8,9,5,5,7,7,4,5,8,68.91304347826087,Failed
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
7,9,8,2,6,6,8,6,7,9,10,6,7,70.65217391304348,Pass
10,8,6,1,7,2,6,5,8,9,6,4,9,67.82608695652173,Failed
7,9,8,4,10,7,6,8,5,10,7,8,5,74.56521739130434,Pass
8,8,8,6,9,7,4,9,3,9,3,10,3,69.34782608695652,Failed
7,9,8,2,7,6,8,7,7,9,10,6,6,71.08695652173913,Pass
7,9,8,2,6,6,8,6,7,9,10,5,7,70.0,Pass
8,8,4,8,8,7,2,6,7,6,7,8,6,67.82608695652173,Failed
7,9,8,7,2,5,10,8,9,8,6,9,9,73.26086956521739,Pass
10,8,5,1,7,1,6,5,8,9,6,4,9,66.52173913043478,Failed
7,9,8,2,6,6,8,6,7,9,10,5,7,70.0,Pass
8,7,6,9,9,4,1,2,4,8,9,8,7,67.82608695652173,Failed
6,6,6,8,8,9,5,8,7,6,6,7,7,68.26086956521739,Failed
6,8,9,8,8,8,3,9,6,8,2,10,2,67.6086956521739,Failed
9,8,7,6,10,7,4,9,3,9,4,9,4,71.73913043478261,Pass
8,8,8,6,9,7,4,9,4,9,3,10,3,70.0,Pass
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
9,10,3,7,8,6,1,4,7,6,10,10,6,70.43478260869566,Pass
8,8,8,6,7,6,6,9,5,9,4,10,5,71.30434782608695,Pass
7,8,8,4,10,7,6,9,4,10,6,9,4,72.3913043478261,Pass
9,8,4,2,9,1,5,4,7,8,6,5,9,65.65217391304347,Failed
9,10,4,8,9,5,2,3,7,6,10,9,6,71.52173913043478,Pass
7,10,8,4,7,8,5,3,3,9,10,9,8,73.26086956521739,Pass
8,10,7,9,9,6,3,3,6,6,7,6,7,71.30434782608695,Pass
9,9,7,7,10,8,3,8,4,6,4,7,5,70.43478260869566,Pass
7,7,6,8,9,8,4,2,7,7,1,3,10,67.3913043478261,Failed
9,8,4,3,10,3,4,4,7,7,3,5,10,66.95652173913044,Failed
9,4,6,4,6,8,7,9,9,5,5,9,8,67.3913043478261,Failed
8,8,8,6,9,7,4,9,4,9,3,10,3,70.0,Pass
9,8,7,6,10,7,4,9,3,8,4,8,4,70.0,Pass
8,8,4,5,10,5,4,4,6,7,2,5,10,67.3913043478261,Failed
10,8,4,1,8,1,5,5,8,9,5,4,9,66.08695652173913,Failed
10,9,3,4,9,3,2,5,8,7,7,7,7,68.04347826086956,Failed
5,8,9,9,7,9,2,9,9,8,1,10,2,67.82608695652173,Failed
8,7,7,9,9,4,2,1,4,8,9,8,8,69.56521739130434,Failed
10,8,5,1,8,1,6,5,8,9,6,4,9,67.6086956521739,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
10,8,6,1,7,2,6,5,8,9,6,4,9,67.82608695652173,Failed
10,8,3,3,9,2,3,5,8,7,6,6,8,66.08695652173913,Failed
7,8,7,8,3,6,9,8,8,7,5,9,8,70.21739130434783,Pass
10,10,5,8,9,7,1,6,6,4,7,7,6,70.0,Pass
7,9,8,9,8,9,2,7,7,5,3,7,4,67.17391304347827,Failed
7,10,7,6,9,6,6,3,6,8,10,8,7,74.34782608695653,Pass
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
7,6,7,9,9,8,5,1,8,8,2,2,10,69.1304347826087,Failed
8,7,7,7,9,7,5,9,4,8,4,9,5,70.21739130434783,Pass
7,6,7,10,8,4,1,2,3,8,8,7,8,65.21739130434783,Failed
8,10,5,6,7,7,2,2,4,7,10,10,8,70.43478260869566,Pass
6,6,7,10,7,10,4,8,7,6,3,7,6,66.95652173913044,Failed
7,10,7,6,9,6,6,4,6,8,10,8,7,74.78260869565217,Pass
9,3,6,3,8,9,5,10,8,5,4,9,7,65.8695652173913,Failed
9,8,4,3,10,3,4,4,7,7,3,5,10,66.95652173913044,Failed
9,7,8,6,9,7,5,9,3,9,4,9,3,69.56521739130434,Failed
6,9,8,2,8,7,8,7,7,9,10,7,6,72.3913043478261,Pass
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
9,8,5,8,9,5,1,3,5,7,9,9,6,68.91304347826087,Failed
7,5,6,10,8,9,5,7,7,6,4,6,8,68.69565217391305,Failed
8,10,7,9,9,6,3,3,6,6,7,6,7,71.30434782608695,Pass
